id,name,urlname,link,rating,created,description,member_id,mname
14872132,We The Children,We-The-Children,https://www.meetup.com/We-The-Children/,0,1401870054e3,"We The Children, is group intended to have fun..the Spiritual Way...What is that way??...Well..It is to respond back with love..Always..and then Fun follows..Anandmaya: ..Prakashmaya: ..Shaktimaya:",149900822,Nakul Sharma
14873822,Worldly Wags Meetup Group,Worldly-Wags-Meetup-Group,https://www.meetup.com/Worldly-Wags-Meetup-Group/,0,1401879824e3,"This group is for individuals in Delhi who do animal rescues, sterilizations, animal advocacy, education, awareness, welfare, or who are dedicated to helping other beings. We aim to create a community which provides support, advice, and resources to people who feel isolated in their good work. Our mission is to: 1) To inspire an increase in compassionate action 2) To improve the lives of animals 3) To help those who are helping others",142666962,Joellen Anderson
14876022,Tattva Shakti Vigyaan - The Road to bliss,Tattva-Shakti-Vigyaan,https://www.meetup.com/Tattva-Shakti-Vigyaan/,0,1401889594e3,<p>This Sacred group is for everyone who is interested in exploring the hidden potentialities within human mind-body-complex through disciplined spiritual practices. Tattva Shakti Vigyaan is the core practice here in this group to achieve the holistic growth and spiritual ascension of spirit. TSV is based on age old Guru-Disciple tradition of Tantra where we receive the directions from the 'Lodge of Masters' through our beloved teachers and Masters Acharya Agyaatdarshan Anand Nath and his beloved consort Ma Shakti Devpriya Anand Nath.</p>,149930012,Sacred Association
14879892,Delhi Doctors Meetup,Delhi-Doctors-Meetup,https://www.meetup.com/Delhi-Doctors-Meetup/,0,1401902262e3,Hi everyone ! there are many meet up groups here but not one dedicated to doctors ! so here it is!,33802852,karthik reddy
14881702,Banjarey,Banjarey,https://www.meetup.com/Banjarey/,4.67,1401907748e3,"<p><b><i>A group for passionate people who love travelling without reasons &amp; without borders :) </i></b></p>
<p><span><b>Join us for spending some memorable time.</b></span> <br> </p>
<p><img src=""http://photos3.meetupstatic.com/photos/event/1/2/6/8/600_374044712.jpeg""></p>
<p><span><b>Ghoome ghoome banjarey <br> Ghoome galiyaan yeh bechare <br> Don't know which way to go <br> Aage hoga kya? <br> Hey.. hey.. hey.. hey.. <br> <br> Bin pooche ghar se bhaage <br> Thode soye thode jaage <br> Baahar hai duniya zaalim <br> Rab hi jaane jo hoga aage <br> <br> Sach bolo toh munh ki khaate <br> Jhooti duniya jhoote saare <br> Don’t know which way to go <br> Aage hoga kya ? <br> Ghoome ghoome banjare <br> Ghoome galiyan yeh bechare <br> Don’t know which way to go <br> Aage hoga kya ? <br> <br> Befikre chaar malangi <br> Chhod ke aaye saathi sangi <br> Ghar baithe show-sha mein kharche <br> Ho gayi saali jeb ki tangi <br> </b></span></p>
<p><span><b><i>''The World is a book, and those who do not travel read only a page''&nbsp;</i></b></span></p>
<p><b><i>Welcome to the Banjarey!!. Its in initiative to bring all likeminded persons for Travel on one single platform. Aim is to seek n spread happiness and togetherness . </i></b></p>
<p>Following are some cautions based on past experiences of running other groups :-</p> 
<p>1.You have to be a member for atleast 6 months and should have attended at least 3 events in order to be an ‘Event Host’. But sr.members who have had the experience of hosting events in other groups shall have the liberty of doing so.</p>
<p>2.All members need to post a valid/latest- front view profile photo which is clear and visible. This is mandatory</p>
<p>3.Completion of the resgisteration form is mandatory</p>
<p>4.Any complaint or grievance from a fellow member shall be addressed on a priority basis.</p>
<p>5.Personal comments and usage of strong/abusive language shall be discouraged and looked down upon. Strong action shall be taken.</p>
<p>6. Members are requested to first read the detailed information of the event before posting any comment/query/clarification. Most of the event posts are self explanatory.</p>
<p>7. Female members are requested to use their discretion which exchanging contact nos/email ids/addresses with fellow members.</p>
<p>8. We encourage active participation and are not looking for just increased memberships.</p>
<p>9.Please appreciate that these do’s &amp; don's are to filter out people that bring negative energy/have ulterior selfish motives/malafide intentions . We would like to maintain harmony, decorum &amp; camaraderie within the group without sitting on judgment or doing moral policing.</p>
<p>10.This is not a dating site, so please excuse us if you are searching that.</p> 
<p>&nbsp;Strict checking of posting of professional/commercial events/advertisement &amp; personal friendship mails to females shall be done.</p> 
<p>All events are operated on a ‘no profit-no loss/contributory’ basis.</p> 
<p>Join the whatsapp group by sending a message @ 9999900797.</p> 
<p>Regards </p>
<p>Priyanka/ Akksh</p>
<br>
<p><span><b> <br> </b></span></p>",133818892,Akksh
14894472,Business with Referral Marketing,Business-with-Referral-Marketing,https://www.meetup.com/Business-with-Referral-Marketing/,0,1401959125e3,"This group is for all Businessmen, Entrepreneur,Marketer, Sales &amp; other business verticals! It's a give &amp; take but win-win for both.Referral is the most powerful marketing in any business &amp; we are here to grab the opportunity.The sole purpose of the group is to meet &amp; describe our concept our idea to each other &amp; market our products &amp; services through Referrals.Only one rule: After the deal is closed the beneficiary need to thank the referral through a small gift or becoming a referral for him.",131211112,SHEKHAR SUMAN
14895592,Dance Jamboree,DanceJamboree,https://www.meetup.com/DanceJamboree/,4.68,1401966442e3,"<blockquote> 
 <p>Hi !! This is a group with the intention of bringing together people who love Salsa, Bachata and other dance styles like Zouk, Merengue, Kizomba etc. under one roof and create a social environment. We hope to make this the best place to find dance events, parties, workshops, socials and many more. You will be staying in touch with the dances you love, get some practice and socialize by meeting new people. All suggestions for the meetups will always be welcome. So lets Dance and make some Noise!!</p> 
</blockquote>",138466622,Salsa es vida
14896052,Gurgaon Tennis Meetup,Gurgaon-Tennis-Meetup,https://www.meetup.com/Gurgaon-Tennis-Meetup/,0,1401968519e3,Lets meetup and play tennis. Weekdays or weekends we can decide. There are many options in gurgaon where we can book courts. Let us plan something soon. Do invite others :),9840070,Mayank Bangia
14896822,Digit Bazar - Partnership and Development,Digit-Bazar,https://www.meetup.com/Digit-Bazar/,0,1401972079e3,NA,150091102,Vipin Nirwal
14898002,"SAY : YES,  I WILL BE THE CHANGE",SAY-YES-I-WILL-BE-THE-CHANGE,https://www.meetup.com/SAY-YES-I-WILL-BE-THE-CHANGE/,0,1401976653e3,"This is a group for all such people who want a better world. More than 99.9% of people are good persons basically. Still, strangely, we do not find our world in order. It is very easy to criticize &amp; condemn the bad &amp; unwanted. But we have to inculcate good virtues in our own self for a better world. Yes, a collective effort in this direction with selfless motive can make people aware of their strength. Believe me; we can together make a huge difference to the world. I would welcome your active support to make this initiative a huge success. Let Us Be Friends. Let each one of us say aloud : YES I WILL BE THE CHANGE ............................An Appeal to all Like-Minded People",150093142,Neil
14907992,Delhi Dancing & Nightlife Meetup,Delhi-Dancing-Nightlife-Meetup,https://www.meetup.com/Delhi-Dancing-Nightlife-Meetup/,0,1402010857e3,"This is for folks who have Social Disease. Who have to go out every night. Chill, good vibes, positive energy is the ""Mantra"" of the group.",84591432,Rahul
14913532,Delhi Home Based Business Meetup,Delhi-Home-Based-Business-Meetup,https://www.meetup.com/Delhi-Home-Based-Business-Meetup/,0,1402034985e3,"A warm welcome to all the intelligent people in this group..This group is created especially for the women entrepreneur who are free to work from their home and can generate adequate amount of profits.We teach ,guide and impart a you full knowledge of setting the business of candle making,chocolate making,soap making,and gift packaging and provide you entire knowledge in these respective subjects ,with giving you the way how to proceed further and setup your industry from home.If you to want to learn the same and be your own boss then This group welcomes you",149909142,Sahiba
14916252,Ghaziabad Mobile App Developers Meetup,Ghaziabad-Mobile-App-Developers-Meetup,https://www.meetup.com/Ghaziabad-Mobile-App-Developers-Meetup/,5,1402053943e3,"<p>This group is for anyone interested in mobile technologies. We shall discuss any thing under this. eg Android, iOS, Windows, Security, Device Management. The group will be knowledge sharing and discussing business needs of industry and students.</p>",139589422,Vijay Rastogi
14931382,Happiness Comes From Giving,Happiness-Comes-From-Giving,https://www.meetup.com/Happiness-Comes-From-Giving/,0,1402123543e3,"The group is for philanthropist who want to start serving the society; The people who think happiness is in giving. “No one is useless in this world who lightens the burdens of another.” ― Charles Dickens The intention of this group will be to bring Philanthropists together and make difference in lives of others. The group try to help under privileged children. Helping them join a school. Providing Weekend or Weekdays extra classes. Taking the children to picnics. Making them interested in studies in whatever way we can. Helping them fulfill their daily necessities of life. Adopting basic necessities of a primary school. Talking to Govt Officials about any problems in their school. Bringing the attention of NGOs if required. Although the philanthropists joining this group will be contributing to help the children, the intention of this group would not be to make the philanthropists pocket very light but more to arrange resources for them by talking to right authorities and bringing the attention of NGO's towards them. All above are just thoughts. A proper shape can be given to this group when like minded philanthropists will join hands.",150303132,Sam
14932702,Gurgaon Meetup - Spanish as a Second Language,Gurgaon-Meetup-Spanish-as-a-Second-Language,https://www.meetup.com/Gurgaon-Meetup-Spanish-as-a-Second-Language/,4.5,1402133719e3,"This is a group for anyone who is interested in learning, and brushing up, their Spanish. If you can say 'Hablo Espanol' (and know what it means) you're welcome to join! We can meet for our coffee (with Spanish) evenings once a week or as often as we like. The idea is to converse in mostly Spanish for an hour, getting the ratio to 100% Spanish in a few months. We will pair up Advanced speakers and beginners to speed up the learning process and can invite native speakers for lessons from time to time. Vamos a empezar!",89142872,Arjun Shrivastava
